"","countries","year","fert_index"
"11403","Cyprus",2003,1.577
"11404","Czech Republic",2003,1.18
"11405","Germany",2003,1.34
"11406","Djibouti",2003,4.14
"11407","Dominica",2003,1.9
"11408","Denmark",2003,1.76
"11409","Dominican Republic",2003,2.807
"11410","Algeria",2003,2.407
"11411","East Asia & Pacific (excluding high income)",2003,1.79542120487957
"11412","Early-demographic dividend",2003,3.12411011896433
"11413","East Asia & Pacific",2003,1.75104288292177
"11414","Europe & Central Asia (excluding high income)",2003,1.66182706041492
"11415","Europe & Central Asia",2003,1.56519471945045
"11416","Ecuador",2003,2.868
"11417","Egypt, Arab Rep.",2003,3.088
"11418","Euro area",2003,1.47313456628334
"11419","Eritrea",2003,5.073
"11420","Spain",2003,1.3
"11421","Estonia",2003,1.37
"11422","Ethiopia",2003,6.046
"11423","European Union",2003,1.46344411492147
"11424","Fragile and conflict affected situations",2003,5.12009969469503
"11425","Finland",2003,1.76
"11426","Fiji",2003,2.954
"11427","France",2003,1.89
"11428","Faroe Islands",2003,2.5
"11429","Micronesia, Fed. Sts.",2003,4.007
"11430","Gabon",2003,4.327
"11431","United Kingdom",2003,1.7
"11432","Georgia",2003,1.609
"11433","Ghana",2003,4.517
"11435","Guinea",2003,5.877
"11436","Gambia, The",2003,5.845
"11437","Guinea-Bissau",2003,5.558
"11438","Equatorial Guinea",2003,5.623
"11439","Greece",2003,1.28
"11440","Grenada",2003,2.409
"11441","Greenland",2003,2.372
"11442","Guatemala",2003,4.091
"11443","Guam",2003,2.72
"11444","Guyana",2003,2.926
"11445","High income",2003,1.67434035381259
"11446","Hong Kong SAR, China",2003,0.901
"11447","Honduras",2003,3.564
"11448","Heavily indebted poor countries (HIPC)",2003,5.87584161391622
"11449","Croatia",2003,1.41
"11450","Haiti",2003,3.955
"11451","Hungary",2003,1.27
"11452","IBRD only",2003,2.25464772268672
"11453","IDA & IBRD total",2003,2.76205955041019
"11454","IDA total",2003,4.5690418232146
"11455","IDA blend",2003,4.03246487224306
"11456","Indonesia",2003,2.471
"11457","IDA only",2003,4.89217898439664
"11459","India",2003,3.105
"11461","Ireland",2003,1.96
"11462","Iran, Islamic Rep.",2003,1.925
"11463","Iraq",2003,4.658
"11464","Iceland",2003,1.99
"11465","Israel",2003,2.95
"11466","Italy",2003,1.29
"11467","Jamaica",2003,2.439
"11468","Jordan",2003,3.809
"11469","Japan",2003,1.29
"11470","Kazakhstan",2003,2.03
"11471","Kenya",2003,4.975
"11472","Kyrgyz Republic",2003,2.5
"11473","Cambodia",2003,3.406
"11474","Kiribati",2003,3.95
"11476","Korea, Rep.",2003,1.18
"11477","Kosovo",2003,2.34
"11478","Kuwait",2003,2.648
"11479","Latin America & Caribbean (excluding high income)",2003,2.51134617069952
"11480","Lao PDR",2003,3.857
"11481","Lebanon",2003,1.938
"11482","Liberia",2003,5.635
"11483","Libya",2003,2.731
"11484","St. Lucia",2003,2.098
"11485","Latin America & Caribbean",2003,2.48660672533306
"11486","Least developed countries: UN classification",2003,4.99110046335927
"11487","Low income",2003,5.71924345572335
"11488","Liechtenstein",2003,1.36
"11489","Sri Lanka",2003,2.268
"11490","Lower middle income",2003,3.27851593950314
"11491","Low & middle income",2003,2.77250313282287
"11492","Lesotho",2003,3.744
"11493","Late-demographic dividend",2003,1.63107936978666
"11494","Lithuania",2003,1.26
"11495","Luxembourg",2003,1.62
"11496","Latvia",2003,1.32
"11497","Macao SAR, China",2003,0.831
"11498","St. Martin (French part)",2003,1.83
"11499","Morocco",2003,2.506
"11501","Moldova",2003,1.247
"11502","Madagascar",2003,5.233
"11503","Maldives",2003,2.51
"11504","Middle East & North Africa",2003,2.9587989311557
"11505","Mexico",2003,2.604
"11507","Middle income",2003,2.52842220208266
"11508","Macedonia, FYR",2003,1.604
"11509","Mali",2003,6.842
"11510","Malta",2003,1.48
"11511","Myanmar",2003,2.814
"11512","Middle East & North Africa (excluding high income)",2003,2.93028581608784
"11513","Montenegro",2003,1.852
"11514","Mongolia",2003,2.091
"11516","Mozambique",2003,5.78
"11517","Mauritania",2003,5.228
"11518","Mauritius",2003,1.87
"11519","Malawi",2003,6.083
"11520","Malaysia",2003,2.418
"11521","North America",2003,1.99561882485571
"11522","Namibia",2003,3.773
"11523","New Caledonia",2003,2.27
"11524","Niger",2003,7.718
"11525","Nigeria",2003,6.036
"11526","Nicaragua",2003,2.807
"11527","Netherlands",2003,1.75
"11528","Norway",2003,1.8
"11529","Nepal",2003,3.575
"11531","New Zealand",2003,1.93
"11532","OECD members",2003,1.77121799304482
"11533","Oman",2003,3.148
"11534","Other small states",2003,3.54947523979832
"11535","Pakistan",2003,4.211
"11536","Panama",2003,2.603
"11537","Peru",2003,2.77
"11538","Philippines",2003,3.644
"11540","Papua New Guinea",2003,4.368
"11541","Poland",2003,1.22
"11542","Pre-demographic dividend",2003,5.99634137601334
"11543","Puerto Rico",2003,1.7624
"11544","Korea, Dem. People’s Rep.",2003,2
"11545","Portugal",2003,1.44
"11546","Paraguay",2003,3.21
"11547","Pacific island small states",2003,3.7122965037423
"11548","Post-demographic dividend",2003,1.59707141184397
"11549","French Polynesia",2003,2.329
"11550","Qatar",2003,2.855
"11551","Romania",2003,1.3
"11552","Russian Federation",2003,1.31
"11553","Rwanda",2003,5.353
"11554","South Asia",2003,3.2356796763341
"11555","Saudi Arabia",2003,3.504
"11556","Sudan",2003,5.206
"11557","Senegal",2003,5.338
"11558","Singapore",2003,1.27
"11559","Solomon Islands",2003,4.578
"11560","Sierra Leone",2003,6.007
"11561","El Salvador",2003,2.575
"11563","Somalia",2003,7.429
"11564","Serbia",2003,1.59
"11565","Sub-Saharan Africa (excluding high income)",2003,5.64630316423538
"11566","South Sudan",2003,5.969
"11567","Sub-Saharan Africa",2003,5.64579737876871
"11568","Small states",2003,3.28313083353624
"11569","Sao Tome and Principe",2003,5.123
"11570","Suriname",2003,2.692
"11571","Slovak Republic",2003,1.2
"11572","Slovenia",2003,1.2
"11573","Sweden",2003,1.71
"11574","Swaziland",2003,3.982
"11576","Seychelles",2003,2.1
"11577","Syrian Arab Republic",2003,3.609
"11579","Chad",2003,7.212
"11580","East Asia & Pacific (IDA & IBRD countries)",2003,1.79288456593847
"11581","Europe & Central Asia (IDA & IBRD countries)",2003,1.62161686075223
"11582","Togo",2003,5.276
"11583","Thailand",2003,1.595
"11584","Tajikistan",2003,3.669
"11585","Turkmenistan",2003,2.701
"11586","Latin America & the Caribbean (IDA & IBRD countries)",2003,2.51047430084571
"11587","Middle East & North Africa (IDA & IBRD countries)",2003,2.91142950305749
"11588","Timor-Leste",2003,6.965
"11589","Tonga",2003,4.202
"11590","South Asia (IDA & IBRD)",2003,3.2356796763341
"11591","Sub-Saharan Africa (IDA & IBRD countries)",2003,5.64579737876871
"11592","Trinidad and Tobago",2003,1.749
"11593","Tunisia",2003,2.06
"11594","Turkey",2003,2.329
"11596","Tanzania",2003,5.659
"11597","Uganda",2003,6.716
"11598","Ukraine",2003,1.172
"11599","Upper middle income",2003,1.82191583025111
"11600","Uruguay",2003,2.189
"11601","United States",2003,2.0475
"11602","Uzbekistan",2003,2.36
"11603","St. Vincent and the Grenadines",2003,2.229
"11604","Venezuela, RB",2003,2.701
"11606","Virgin Islands (U.S.)",2003,2.05
"11607","Vietnam",2003,1.901
"11608","Vanuatu",2003,4.056
"11609","West Bank and Gaza",2003,4.983
"11610","World",2003,2.59526823779365
"11611","Samoa",2003,4.454
"11612","Yemen, Rep.",2003,5.842
"11613","South Africa",2003,2.763
"11614","Congo, Dem. Rep.",2003,6.924
"11615","Zambia",2003,6.048
"11616","Zimbabwe",2003,4.008
"11617","Aruba",2004,1.786
"11619","Afghanistan",2004,6.987
"11620","Angola",2004,6.755
"11621","Albania",2004,1.798
"11622","Arab World",2004,3.52235756086214
"11623","United Arab Emirates",2004,2.236
"11624","Argentina",2004,2.474
"11625","Armenia",2004,1.729
"11627","Antigua and Barbuda",2004,2.246
"11628","Australia",2004,1.768
"11629","Austria",2004,1.42
"11630","Azerbaijan",2004,2.0535
"11631","Burundi",2004,6.803
"11632","Belgium",2004,1.72
"11633","Benin",2004,5.645
"11634","Burkina Faso",2004,6.335
"11635","Bangladesh",2004,2.779
"11636","Bulgaria",2004,1.29
"11637","Bahrain",2004,2.529
"11638","Bahamas, The",2004,1.857
"11639","Bosnia and Herzegovina",2004,1.221
"11640","Belarus",2004,1.2
"11641","Belize",2004,3.175
"11642","Bermuda",2004,1.78
"11643","Bolivia",2004,3.683
"11644","Brazil",2004,2.135
"11645","Barbados",2004,1.755
"11646","Brunei Darussalam",2004,2.013
"11647","Bhutan",2004,2.962
"11648","Botswana",2004,3.06
"11649","Central African Republic",2004,5.176
"11650","Canada",2004,1.53
"11651","Central Europe and the Baltics",2004,1.27375989149421
"11652","Switzerland",2004,1.42
"11653","Channel Islands",2004,1.413
"11654","Chile",2004,1.959
"11655","China",2004,1.502
"11656","Cote d'Ivoire",2004,5.577
"11657","Cameroon",2004,5.413
"11658","Congo, Rep.",2004,5.089
"11659","Colombia",2004,2.236
"11660","Comoros",2004,5.103
"11661","Cabo Verde",2004,3
"11662","Costa Rica",2004,2.105
"11663","Caribbean small states",2004,2.29625493621658
"11664","Cuba",2004,1.638
"11667","Cyprus",2004,1.549
"11668","Czech Republic",2004,1.23
"11669","Germany",2004,1.36
"11670","Djibouti",2004,4.038
"11672","Denmark",2004,1.78
"11673","Dominican Republic",2004,2.779
"11674","Algeria",2004,2.441
"11675","East Asia & Pacific (excluding high income)",2004,1.80056421957238
"11676","Early-demographic dividend",2004,3.06587743364438
"11677","East Asia & Pacific",2004,1.75613090987005
"11678","Europe & Central Asia (excluding high income)",2004,1.69140539227401
"11679","Europe & Central Asia",2004,1.59314558120681
"11680","Ecuador",2004,2.828
"11681","Egypt, Arab Rep.",2004,3.047
"11682","Euro area",2004,1.4957087843761
"11683","Eritrea",2004,5.005
"11684","Spain",2004,1.31
"11685","Estonia",2004,1.47
"11686","Ethiopia",2004,5.87
"11687","European Union",2004,1.49026194578577
"11688","Fragile and conflict affected situations",2004,5.06231883871179
"11689","Finland",2004,1.8
"11690","Fiji",2004,2.907
"11691","France",2004,1.92
"11692","Faroe Islands",2004,2.6
"11693","Micronesia, Fed. Sts.",2004,3.912
"11694","Gabon",2004,4.274
"11695","United Kingdom",2004,1.75
"11696","Georgia",2004,1.639
"11697","Ghana",2004,4.464
"11699","Guinea",2004,5.804
"11700","Gambia, The",2004,5.827
"11701","Guinea-Bissau",2004,5.478
"11702","Equatorial Guinea",2004,5.568
"11703","Greece",2004,1.3
"11704","Grenada",2004,2.373
"11705","Greenland",2004,2.415
"11706","Guatemala",2004,3.976
"11707","Guam",2004,2.679
"11708","Guyana",2004,2.894
"11709","High income",2004,1.68505437458167
"11710","Hong Kong SAR, China",2004,0.927
"11711","Honduras",2004,3.427
"11712","Heavily indebted poor countries (HIPC)",2004,5.80084348391388
"11713","Croatia",2004,1.43
"11714","Haiti",2004,3.853
"11715","Hungary",2004,1.28
"11716","IBRD only",2004,2.2362250039844
"11717","IDA & IBRD total",2004,2.74086276423275
"11718","IDA total",2004,4.51474348639887
"11719","IDA blend",2004,4.00694263708376
"11720","Indonesia",2004,2.475
"11721","IDA only",2004,4.81976193057512
"11723","India",2004,3.036
"11725","Ireland",2004,1.93
"11726","Iran, Islamic Rep.",2004,1.87
"11727","Iraq",2004,4.623
"11728","Iceland",2004,2.04
"11729","Israel",2004,2.9
"11730","Italy",2004,1.34
"11731","Jamaica",2004,2.398
"11732","Jordan",2004,3.745
"11733","Japan",2004,1.29
"11734","Kazakhstan",2004,2.21
"11735","Kenya",2004,4.953
"11736","Kyrgyz Republic",2004,2.6
"11737","Cambodia",2004,3.309
"11738","Kiribati",2004,3.927
"11740","Korea, Rep.",2004,1.154
"11741","Kosovo",2004,2.53
"11742","Kuwait",2004,2.605
"11743","Latin America & Caribbean (excluding high income)",2004,2.45879723588886
"11744","Lao PDR",2004,3.75
"11745","Lebanon",2004,1.839
"11746","Liberia",2004,5.547
"11747","Libya",2004,2.697
"11748","St. Lucia",2004,2.062
"11749","Latin America & Caribbean",2004,2.43587078298017
"11750","Least developed countries: UN classification",2004,4.91560635410841
"11751","Low income",2004,5.65006256839936
"11752","Liechtenstein",2004,1.44
"11753","Sri Lanka",2004,2.278
"11754","Lower middle income",2004,3.23036480583929
"11755","Low & middle income",2004,2.75094945564835
"11756","Lesotho",2004,3.64
"11757","Late-demographic dividend",2004,1.63598846966533
"11758","Lithuania",2004,1.27
"11759","Luxembourg",2004,1.66
"11760","Latvia",2004,1.29
"11761","Macao SAR, China",2004,0.827
"11762","St. Martin (French part)",2004,1.83
"11763","Morocco",2004,2.479
"11765","Moldova",2004,1.224
"11766","Madagascar",2004,5.133
"11767","Maldives",2004,2.418
"11768","Middle East & North Africa",2004,2.90878201419141
"11769","Mexico",2004,2.561
"11771","Middle income",2004,2.50749304409578
"11772","Macedonia, FYR",2004,1.565
"11773","Mali",2004,6.821
"11774","Malta",2004,1.4
"11775","Myanmar",2004,2.769
"11776","Middle East & North Africa (excluding high income)",2004,2.88567952481944
"11777","Montenegro",2004,1.847
"11778","Mongolia",2004,2.124
"11780","Mozambique",2004,5.761
"11781","Mauritania",2004,5.171
"11782","Mauritius",2004,1.92
"11783","Malawi",2004,6.028
"11784","Malaysia",2004,2.307
"11785","North America",2004,1.99921039084966
"11786","Namibia",2004,3.714
"11787","New Caledonia",2004,2.18
"11788","Niger",2004,7.71
"11789","Nigeria",2004,6.011
"11790","Nicaragua",2004,2.738
"11791","Netherlands",2004,1.72
"11792","Norway",2004,1.83
"11793","Nepal",2004,3.43
"11795","New Zealand",2004,1.98
"11796","OECD members",2004,1.77647222897463
"11797","Oman",2004,3.035
"11798","Other small states",2004,3.50298100884118
"11799","Pakistan",2004,4.129
"11800","Panama",2004,2.579
"11801","Peru",2004,2.725
"11802","Philippines",2004,3.569
"11804","Papua New Guinea",2004,4.315
"11805","Poland",2004,1.23
"11806","Pre-demographic dividend",2004,5.94994238091845
"11807","Puerto Rico",2004,1.7822
"11808","Korea, Dem. People’s Rep.",2004,2.004
"11809","Portugal",2004,1.4
"11810","Paraguay",2004,3.119
"11811","Pacific island small states",2004,3.67017049662494
"11812","Post-demographic dividend",2004,1.6122146893853
"11813","French Polynesia",2004,2.289
"11814","Qatar",2004,2.707
"11815","Romania",2004,1.33
"11816","Russian Federation",2004,1.33
"11817","Rwanda",2004,5.254
"11818","South Asia",2004,3.16430030780154
"11819","Saudi Arabia",2004,3.392
"11820","Sudan",2004,5.123
"11821","Senegal",2004,5.28
"11822","Singapore",2004,1.26
"11823","Solomon Islands",2004,4.54
"11824","Sierra Leone",2004,5.91
"11825","El Salvador",2004,2.482
"11827","Somalia",2004,7.361
"11828","Serbia",2004,1.57
"11829","Sub-Saharan Africa (excluding high income)",2004,5.59376259109238
"11830","South Sudan",2004,5.885
"11831","Sub-Saharan Africa",2004,5.59326440124525
"11832","Small states",2004,3.24358486044728
"11833","Sao Tome and Principe",2004,5.072
"11834","Suriname",2004,2.655
"11835","Slovak Republic",2004,1.25
"11836","Slovenia",2004,1.25
"11837","Sweden",2004,1.75
"11838","Swaziland",2004,3.925
"11840","Seychelles",2004,2
"11841","Syrian Arab Republic",2004,3.499
"11843","Chad",2004,7.147
"11844","East Asia & Pacific (IDA & IBRD countries)",2004,1.79803835869764
"11845","Europe & Central Asia (IDA & IBRD countries)",2004,1.64979987501753
"11846","Togo",2004,5.229
"11847","Thailand",2004,1.58
"11848","Tajikistan",2004,3.597
"11849","Turkmenistan",2004,2.66
"11850","Latin America & the Caribbean (IDA & IBRD countries)",2004,2.45781775398174
"11851","Middle East & North Africa (IDA & IBRD countries)",2004,2.8672757967935
"11852","Timor-Leste",2004,6.64875
"11853","Tonga",2004,4.177
"11854","South Asia (IDA & IBRD)",2004,3.16430030780154
"11855","Sub-Saharan Africa (IDA & IBRD countries)",2004,5.59326440124525
"11856","Trinidad and Tobago",2004,1.758
"11857","Tunisia",2004,2.02
"11858","Turkey",2004,2.287
"11860","Tanzania",2004,5.651
"11861","Uganda",2004,6.653
"11862","Ukraine",2004,1.218
"11863","Upper middle income",2004,1.82097061277522
"11864","Uruguay",2004,2.174
"11865","United States",2004,2.0515
"11866","Uzbekistan",2004,2.46
"11867","St. Vincent and the Grenadines",2004,2.196
"11868","Venezuela, RB",2004,2.664
"11870","Virgin Islands (U.S.)",2004,2.15
"11871","Vietnam",2004,1.894
"11872","Vanuatu",2004,3.95
"11873","West Bank and Gaza",2004,4.875
"11874","World",2004,2.58103480679664
"11875","Samoa",2004,4.456
"11876","Yemen, Rep.",2004,5.68
"11877","South Africa",2004,2.721
"11878","Congo, Dem. Rep.",2004,6.865
"11879","Zambia",2004,6.028
"11880","Zimbabwe",2004,4.005
"11881","Aruba",2005,1.77
"11883","Afghanistan",2005,6.822
"11884","Angola",2005,6.716
"11885","Albania",2005,1.724
"11886","Arab World",2005,3.48515134177968
"11887","United Arab Emirates",2005,2.149
"11888","Argentina",2005,2.452
"11889","Armenia",2005,1.737
"11891","Antigua and Barbuda",2005,2.224
"11892","Australia",2005,1.807
"11893","Austria",2005,1.41
"11894","Azerbaijan",2005,2
"11895","Burundi",2005,6.729
"11896","Belgium",2005,1.76
"11897","Benin",2005,5.553
"11898","Burkina Faso",2005,6.265
"11899","Bangladesh",2005,2.687
"11900","Bulgaria",2005,1.32
"11901","Bahrain",2005,2.449
"11902","Bahamas, The",2005,1.853
"11903","Bosnia and Herzegovina",2005,1.22
"11904","Belarus",2005,1.21
"11905","Belize",2005,3.072
"11906","Bermuda",2005,1.76
"11907","Bolivia",2005,3.595
"11908","Brazil",2005,2.066
"11909","Barbados",2005,1.759
"11910","Brunei Darussalam",2005,1.994
"11911","Bhutan",2005,2.844
"11912","Botswana",2005,2.998
"11913","Central African Republic",2005,5.089
"11914","Canada",2005,1.54
"11915","Central Europe and the Baltics",2005,1.30927995419495
"11916","Switzerland",2005,1.42
"11917","Channel Islands",2005,1.415
"11918","Chile",2005,1.934
"11919","China",2005,1.513
"11920","Cote d'Ivoire",2005,5.512
"11921","Cameroon",2005,5.358
"11922","Congo, Rep.",2005,5.081
"11923","Colombia",2005,2.197
"11924","Comoros",2005,5.042
"11925","Cabo Verde",2005,2.87
"11926","Costa Rica",2005,2.065
"11927","Caribbean small states",2005,2.27159950358899
"11928","Cuba",2005,1.637
"11931","Cyprus",2005,1.529
"11932","Czech Republic",2005,1.29
"11933","Germany",2005,1.34
"11934","Djibouti",2005,3.938
"11936","Denmark",2005,1.8
"11937","Dominican Republic",2005,2.749
"11938","Algeria",2005,2.499
"11939","East Asia & Pacific (excluding high income)",2005,1.80273817170887
"11940","Early-demographic dividend",2005,3.00792370679404
"11941","East Asia & Pacific",2005,1.75599022873564
"11942","Europe & Central Asia (excluding high income)",2005,1.66670620864543
"11943","Europe & Central Asia",2005,1.58580362067379
"11944","Ecuador",2005,2.793
"11945","Egypt, Arab Rep.",2005,3.016
"11946","Euro area",2005,1.49941877376167
"11947","Eritrea",2005,4.942
"11948","Spain",2005,1.33
"11949","Estonia",2005,1.52
"11950","Ethiopia",2005,5.693
"11951","European Union",2005,1.50193416987462
"11952","Fragile and conflict affected situations",2005,5.00277801050038
"11953","Finland",2005,1.8
"11954","Fiji",2005,2.86
"11955","France",2005,1.94
"11956","Faroe Islands",2005,2.6
"11957","Micronesia, Fed. Sts.",2005,3.823
"11958","Gabon",2005,4.23
"11959","United Kingdom",2005,1.76
"11960","Georgia",2005,1.678
"11961","Ghana",2005,4.413
"11963","Guinea",2005,5.729
"11964","Gambia, The",2005,5.812
"11965","Guinea-Bissau",2005,5.403
"11966","Equatorial Guinea",2005,5.512
"11967","Greece",2005,1.32
"11968","Grenada",2005,2.344
"11969","Greenland",2005,2.377
"11970","Guatemala",2005,3.865
"11971","Guam",2005,2.638
"11972","Guyana",2005,2.86
"11973","High income",2005,1.68352368841142
"11974","Hong Kong SAR, China",2005,0.966
"11975","Honduras",2005,3.293
"11976","Heavily indebted poor countries (HIPC)",2005,5.72300176073074
"11977","Croatia",2005,1.5
"11978","Haiti",2005,3.757
"11979","Hungary",2005,1.31
"11980","IBRD only",2005,2.21345043276104
"11981","IDA & IBRD total",2005,2.71568423648243
"11982","IDA total",2005,4.45735752539252
"11983","IDA blend",2005,3.97674607734265
"11984","Indonesia",2005,2.481
"11985","IDA only",2005,4.74513488497998
"11987","India",2005,2.966
"11989","Ireland",2005,1.86
"11990","Iran, Islamic Rep.",2005,1.831
"11991","Iraq",2005,4.608
"11992","Iceland",2005,2.05
"11993","Israel",2005,2.84
"11994","Italy",2005,1.34
"11995","Jamaica",2005,2.361
"11996","Jordan",2005,3.69
"11997","Japan",2005,1.26
"11998","Kazakhstan",2005,2.22
"11999","Kenya",2005,4.921
"12000","Kyrgyz Republic",2005,2.5
"12001","Cambodia",2005,3.227
"12002","Kiribati",2005,3.909
"12004","Korea, Rep.",2005,1.076
"12005","Kosovo",2005,2.65
"12006","Kuwait",2005,2.577
"12007","Latin America & Caribbean (excluding high income)",2005,2.40717509530109
"12008","Lao PDR",2005,3.66
"12009","Lebanon",2005,1.75
"12010","Liberia",2005,5.456
"12011","Libya",2005,2.675
"12012","St. Lucia",2005,2.04
"12013","Latin America & Caribbean",2005,2.38585796021199
"12014","Least developed countries: UN classification",2005,4.83919190160415
"12015","Low income",2005,5.57819148630495
"12016","Liechtenstein",2005,1.49
"12017","Sri Lanka",2005,2.284
"12018","Lower middle income",2005,3.18015524907261
"12019","Low & middle income",2005,2.725364469524
"12020","Lesotho",2005,3.548
"12021","Late-demographic dividend",2005,1.63211867355682
"12022","Lithuania",2005,1.29
"12023","Luxembourg",2005,1.63
"12024","Latvia",2005,1.39
"12025","Macao SAR, China",2005,0.84
"12026","St. Martin (French part)",2005,1.83
"12027","Morocco",2005,2.466
"12029","Moldova",2005,1.219
"12030","Madagascar",2005,5.039
"12031","Maldives",2005,2.347
"12032","Middle East & North Africa",2005,2.87446128306046
"12033","Mexico",2005,2.521
"12034","Marshall Islands",2005,4.5
"12035","Middle income",2005,2.48222055023406
"12036","Macedonia, FYR",2005,1.53
"12037","Mali",2005,6.794
"12038","Malta",2005,1.38
"12039","Myanmar",2005,2.714
"12040","Middle East & North Africa (excluding high income)",2005,2.85732480023853
"12041","Montenegro",2005,1.84
"12042","Mongolia",2005,2.176
"12044","Mozambique",2005,5.736
"12045","Mauritania",2005,5.114
"12046","Mauritius",2005,1.88
"12047","Malawi",2005,5.969
"12048","Malaysia",2005,2.217
"12049","North America",2005,2.00518836510174
"12050","Namibia",2005,3.667
"12051","New Caledonia",2005,2.2
"12052","Niger",2005,7.702
"12053","Nigeria",2005,5.985
"12054","Nicaragua",2005,2.677
"12055","Netherlands",2005,1.71
"12056","Norway",2005,1.84
"12057","Nepal",2005,3.289
"12059","New Zealand",2005,1.97
"12060","OECD members",2005,1.77063111328905
"12061","Oman",2005,2.957
"12062","Other small states",2005,3.45225815589043
"12063","Pakistan",2005,4.067
"12064","Panama",2005,2.562
"12065","Peru",2005,2.684
"12066","Philippines",2005,3.487
"12067","Palau",2005,2.02
"12068","Papua New Guinea",2005,4.263
"12069","Poland",2005,1.24
"12070","Pre-demographic dividend",2005,5.90099155960595
"12071","Puerto Rico",2005,1.7702
"12072","Korea, Dem. People’s Rep.",2005,2.005
"12073","Portugal",2005,1.41
"12074","Paraguay",2005,3.04
"12075","Pacific island small states",2005,3.62882341654139
"12076","Post-demographic dividend",2005,1.61212357521548
"12077","French Polynesia",2005,2.251
"12078","Qatar",2005,2.562
"12079","Romania",2005,1.4
"12080","Russian Federation",2005,1.29
"12081","Rwanda",2005,5.146
"12082","South Asia",2005,3.09390965406777
"12083","Saudi Arabia",2005,3.3
"12084","Sudan",2005,5.039
"12085","Senegal",2005,5.232
"12086","Singapore",2005,1.26
"12087","Solomon Islands",2005,4.502
"12088","Sierra Leone",2005,5.805
"12089","El Salvador",2005,2.398
"12091","Somalia",2005,7.291
"12092","Serbia",2005,1.45
"12093","Sub-Saharan Africa (excluding high income)",2005,5.53850003004716
"12094","South Sudan",2005,5.803
"12095","Sub-Saharan Africa",2005,5.53804733381905
"12096","Small states",2005,3.20216108232503
"12097","Sao Tome and Principe",2005,5.022
"12098","Suriname",2005,2.619
"12099","Slovak Republic",2005,1.27
"12100","Slovenia",2005,1.26
"12101","Sweden",2005,1.77
"12102","Swaziland",2005,3.871
"12104","Seychelles",2005,2.2
"12105","Syrian Arab Republic",2005,3.399
"12107","Chad",2005,7.074
"12108","East Asia & Pacific (IDA & IBRD countries)",2005,1.80022960165747
"12109","Europe & Central Asia (IDA & IBRD countries)",2005,1.62922130975738
"12110","Togo",2005,5.179
"12111","Thailand",2005,1.568
"12112","Tajikistan",2005,3.543
"12113","Turkmenistan",2005,2.615
"12114","Latin America & the Caribbean (IDA & IBRD countries)",2005,2.40614472735361
"12115","Middle East & North Africa (IDA & IBRD countries)",2005,2.83935081420412
"12116","Timor-Leste",2005,6.3325
"12117","Tonga",2005,4.144
"12118","South Asia (IDA & IBRD)",2005,3.09390965406777
"12119","Sub-Saharan Africa (IDA & IBRD countries)",2005,5.53804733381905
"12120","Trinidad and Tobago",2005,1.769
"12121","Tunisia",2005,2.04
"12122","Turkey",2005,2.25
"12124","Tanzania",2005,5.638
"12125","Uganda",2005,6.583
"12126","Ukraine",2005,1.213
"12127","Upper middle income",2005,1.81353924304988
"12128","Uruguay",2005,2.158
"12129","United States",2005,2.057
"12130","Uzbekistan",2005,2.36
"12131","St. Vincent and the Grenadines",2005,2.17
"12132","Venezuela, RB",2005,2.629
"12134","Virgin Islands (U.S.)",2005,2.23
"12135","Vietnam",2005,1.894
"12136","Vanuatu",2005,3.851
"12137","West Bank and Gaza",2005,4.782
"12138","World",2005,2.56124681909534
"12139","Samoa",2005,4.46
"12140","Yemen, Rep.",2005,5.515
"12141","South Africa",2005,2.675
"12142","Congo, Dem. Rep.",2005,6.799
"12143","Zambia",2005,6.001
"12144","Zimbabwe",2005,4.006
"12145","Aruba",2006,1.754
"12146","Andorra",2006,1.24
"12147","Afghanistan",2006,6.639
"12148","Angola",2006,6.671
"12149","Albania",2006,1.668
"12150","Arab World",2006,3.45837027599463
"12151","United Arab Emirates",2006,2.071
"12152","Argentina",2006,2.432
"12153","Armenia",2006,1.736
"12155","Antigua and Barbuda",2006,2.203
"12156","Australia",2006,1.908
"12157","Austria",2006,1.41
"12158","Azerbaijan",2006,1.97
"12159","Burundi",2006,6.649
"12160","Belgium",2006,1.8
"12161","Benin",2006,5.459
"12162","Burkina Faso",2006,6.192
"12163","Bangladesh",2006,2.6
"12164","Bulgaria",2006,1.38
"12165","Bahrain",2006,2.367
"12166","Bahamas, The",2006,1.862
"12167","Bosnia and Herzegovina",2006,1.234
"12168","Belarus",2006,1.287
"12169","Belize",2006,2.977
"12170","Bermuda",2006,1.76
"12171","Bolivia",2006,3.51
"12172","Brazil",2006,2.002
"12173","Barbados",2006,1.763
"12174","Brunei Darussalam",2006,1.986
"12175","Bhutan",2006,2.738
"12176","Botswana",2006,2.952
"12177","Central African Republic",2006,4.996
"12178","Canada",2006,1.5862
"12179","Central Europe and the Baltics",2006,1.33789459830991
"12180","Switzerland",2006,1.44
"12181","Channel Islands",2006,1.417
"12182","Chile",2006,1.91
"12183","China",2006,1.521
"12184","Cote d'Ivoire",2006,5.45
"12185","Cameroon",2006,5.299
"12186","Congo, Rep.",2006,5.072
"12187","Colombia",2006,2.157
"12188","Comoros",2006,4.984
"12189","Cabo Verde",2006,2.759
"12190","Costa Rica",2006,2.034
"12191","Caribbean small states",2006,2.24962960154402
"12192","Cuba",2006,1.636
"12193","Curacao",2006,2.1
